dataset_variant,target,method,model,split,unit,encounter_id,retrieved_encounter_id,similarity_score,rouge_l,chrf,token_f1
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00852,ENC00108,0.142736,0.0851063829787234,0.13917584694973315,0.1276595744680851
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00853,ENC00140,0.127325,0.0,0.22781416949679323,0.0
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00854,ENC00108,0.163148,0.0,0.19985884426638006,0.0
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00855,ENC00299,0.162885,0.0784313725490196,0.2485262209277073,0.0784313725490196
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00856,ENC00395,0.15031,0.05555555555555555,0.21692463489343577,0.05555555555555555
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00857,ENC00535,0.28549,0.1222707423580786,0.24180280263703988,0.22707423580786026
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00858,ENC00135,0.143883,0.10666666666666666,0.06376770231870359,0.10666666666666666
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00859,ENC00230,0.169251,0.07407407407407407,0.17021085617283135,0.07407407407407407
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00860,ENC00650,0.12218,0.05555555555555556,0.19997691502950954,0.05555555555555556
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00861,ENC00460,0.141688,0.09411764705882353,0.13399209199034093,0.11764705882352941
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00862,ENC00397,0.170951,0.12173913043478261,0.305593075714919,0.19130434782608693
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00863,ENC00230,0.163046,0.03076923076923077,0.07856064713381437,0.06153846153846154
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00864,ENC00222,0.156105,0.10714285714285714,0.10651074332453835,0.10714285714285714
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00865,ENC00207,0.359331,0.03550295857988166,0.024759294874225967,0.03550295857988166
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00866,ENC00474,0.175432,0.0,0.02931593994647399,0.0
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00867,ENC00497,0.146957,0.0,0.1491257239680343,0.0
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00868,ENC00759,0.123225,0.034188034188034185,0.13891304885340147,0.034188034188034185
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00869,ENC00061,0.1084,0.032786885245901634,0.16823869917063836,0.06557377049180327
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00870,ENC00061,0.146952,0.0,0.05765585377850907,0.0
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00871,ENC00554,0.187054,0.0,0.18378941879091124,0.0
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00872,ENC00839,0.21638,0.06896551724137932,0.047114805907224735,0.06896551724137932
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00873,ENC00722,0.224017,0.020618556701030927,0.10160927698969895,0.020618556701030927
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00874,ENC00129,0.158344,0.04761904761904762,0.17563577603070676,0.04761904761904762
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00875,ENC00557,0.261272,0.06185567010309277,0.04144242514997865,0.08247422680412371
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00876,ENC00096,0.142323,0.0,0.18318161016539114,0.0
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00877,ENC00010,0.170741,0.1350210970464135,0.33373208063797455,0.21097046413502113
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00878,ENC00590,0.147527,0.0,0.033160603952000725,0.0
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00879,ENC00061,0.223811,0.11940298507462686,0.21526389988287903,0.17910447761194026
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00880,ENC00299,0.12724,0.0662251655629139,0.16488459929337917,0.10596026490066225
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00881,ENC00207,0.292295,0.14285714285714288,0.1583940548924635,0.14285714285714288
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00882,ENC00644,0.241027,0.0,0.11981212343272697,0.0
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00883,ENC00207,0.111755,0.1,0.12212695384012605,0.1
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00884,ENC00108,0.152418,0.0,0.17588801211514085,0.0
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00885,ENC00694,0.129449,0.058823529411764705,0.10215904209479822,0.11764705882352941
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00886,ENC00773,0.132249,0.06451612903225806,0.07983888376912826,0.06451612903225806
dataset_longest_answer,longest_answer,retrieval_tfidf_train_only,TF-IDF,valid,case,ENC00887,ENC00689,0.1419,0.14285714285714285,0.08445908706068408,0.14285714285714285
